date,amfi_code,nav,daily_return_pct,year_month,nav_30d_avg
2024-05-10,102887,228.887,-0.025215,2024-05,225.7231
2024-05-13,102887,230.2199,0.005823,2024-05,225.8259
2024-05-14,102887,231.5658,0.005846,2024-05,225.9407
2024-05-15,102887,233.2974,0.007478,2024-05,226.1553
2024-05-16,102887,234.3109,0.004344,2024-05,226.4615
2024-05-17,102887,236.5273,0.009459,2024-05,226.7695
2024-05-20,102887,235.234,-0.005468,2024-05,227.2713
2024-05-21,102887,235.9996,0.003255,2024-05,227.826
2024-05-22,102887,237.8077,0.007661,2024-05,228.5343
2024-05-23,102887,241.2163,0.014333,2024-05,229.4149
2024-05-24,102887,241.4666,0.001038,2024-05,230.282
2024-05-27,102887,241.0903,-0.001558,2024-05,231.1471
2024-05-28,102887,241.0996,3.9e-05,2024-05,232.0296
2024-05-29,102887,238.3583,-0.01137,2024-05,232.7301
2024-05-30,102887,240.3575,0.008387,2024-05,233.4939
2024-05-31,102887,236.9938,-0.013995,2024-05,234.0081
2024-06-03,102887,238.0712,0.004546,2024-06,234.5005
2024-06-04,102887,238.4161,0.001449,2024-06,235.0722
2024-06-05,102887,234.8579,-0.014924,2024-06,235.3757
2024-06-06,102887,231.4857,-0.014358,2024-06,235.5411
2024-06-07,102887,229.6391,-0.007977,2024-06,235.4966
2024-06-10,102887,228.9807,-0.002867,2024-06,235.4462
2024-06-11,102887,232.5615,0.015638,2024-06,235.4894
2024-06-12,102887,232.4404,-0.000521,2024-06,235.4904
2024-06-13,102887,233.8634,0.006122,2024-06,235.5473
2024-06-14,102887,237.0091,0.013451,2024-06,235.6046
2024-06-17,102887,239.7293,0.011477,2024-06,235.5935
2024-06-18,102887,239.855,0.000524,2024-06,235.7647
2024-06-19,102887,238.2972,-0.006495,2024-06,235.8149
2024-06-20,102887,239.641,0.005639,2024-06,235.976
2024-06-21,102887,238.1325,-0.006295,2024-06,236.2842
2024-06-24,102887,242.6728,0.019066,2024-06,236.6993
2024-06-25,102887,244.9504,0.009385,2024-06,237.1454
2024-06-26,102887,245.6123,0.002702,2024-06,237.5559
2024-06-27,102887,247.0318,0.005779,2024-06,237.9799
2024-06-28,102887,247.6234,0.002395,2024-06,238.3498
2024-07-01,102887,246.8527,-0.003112,2024-07,238.7371
2024-07-02,102887,248.2441,0.005637,2024-07,239.1453
2024-07-03,102887,247.7846,-0.001851,2024-07,239.4778
2024-07-04,102887,252.8193,0.020319,2024-07,239.8646
2024-07-05,102887,251.2098,-0.006366,2024-07,240.1894
2024-07-08,102887,252.6517,0.00574,2024-07,240.5747
2024-07-09,102887,250.8156,-0.007267,2024-07,240.8986
2024-07-10,102887,248.9666,-0.007372,2024-07,241.2522
2024-07-11,102887,244.6704,-0.017256,2024-07,241.396
2024-07-12,102887,245.8335,0.004754,2024-07,241.6906
2024-07-15,102887,244.6633,-0.00476,2024-07,241.9104
2024-07-16,102887,247.4969,0.011582,2024-07,242.2131
2024-07-17,102887,248.678,0.004772,2024-07,242.6737
2024-07-18,102887,249.198,0.002091,2024-07,243.2641
2024-07-19,102887,245.8267,-0.013529,2024-07,243.8037
2024-07-22,102887,247.4274,0.006511,2024-07,244.4186
2024-07-23,102887,245.928,-0.00606,2024-07,244.8642
2024-07-24,102887,242.5462,-0.013751,2024-07,245.201
2024-07-25,102887,243.746,0.004947,2024-07,245.5305
2024-07-26,102887,240.8175,-0.012015,2024-07,245.6574
2024-07-29,102887,235.9354,-0.020273,2024-07,245.5309
2024-07-30,102887,239.1826,0.013763,2024-07,245.5085
2024-07-31,102887,237.9762,-0.005044,2024-07,245.4978
2024-08-01,102887,233.9678,-0.016844,2024-08,245.3087
2024-08-02,102887,231.8467,-0.009066,2024-08,245.0992
2024-08-05,102887,230.3049,-0.00665,2024-08,244.6869
2024-08-06,102887,233.1151,0.012202,2024-08,244.2924
2024-08-07,102887,229.3769,-0.016036,2024-08,243.7512
2024-08-08,102887,226.437,-0.012817,2024-08,243.0647
2024-08-09,102887,228.8218,0.010532,2024-08,242.438
2024-08-12,102887,227.9225,-0.00393,2024-08,241.807
2024-08-13,102887,228.5828,0.002897,2024-08,241.1516
2024-08-14,102887,227.59,-0.004343,2024-08,240.4785
2024-08-15,102887,232.4108,0.021182,2024-08,239.7982
2024-08-16,102887,229.5458,-0.012327,2024-08,239.0761
2024-08-19,102887,230.3365,0.003445,2024-08,238.3322
2024-08-20,102887,233.9916,0.015869,2024-08,237.7714
2024-08-21,102887,233.2477,-0.003179,2024-08,237.2475
2024-08-22,102887,231.6201,-0.006978,2024-08,236.8125
2024-08-23,102887,233.5569,0.008362,2024-08,236.4032
2024-08-26,102887,236.073,0.010773,2024-08,236.1169
2024-08-27,102887,234.3168,-0.007439,2024-08,235.6776
2024-08-28,102887,237.9372,0.015451,2024-08,235.3195
2024-08-29,102887,238.2018,0.001112,2024-08,234.953
2024-08-30,102887,239.5689,0.005739,2024-08,234.7444
2024-09-02,102887,243.3345,0.015718,2024-09,234.608
2024-09-03,102887,245.3733,0.008379,2024-09,234.5895
2024-09-04,102887,245.5188,0.000593,2024-09,234.6886
2024-09-05,102887,244.0077,-0.006155,2024-09,234.6973
2024-09-06,102887,250.9099,0.028287,2024-09,235.0337
2024-09-09,102887,249.0707,-0.00733,2024-09,235.4715
2024-09-10,102887,250.0194,0.003809,2024-09,235.8328
2024-09-11,102887,251.4575,0.005752,2024-09,236.2821
2024-09-12,102887,253.0245,0.006232,2024-09,236.9174
2024-09-13,102887,258.664,0.022288,2024-09,237.8113
2024-09-16,102887,258.9421,0.001075,2024-09,238.7659
2024-09-17,102887,258.8482,-0.000363,2024-09,239.6236
2024-09-18,102887,263.0864,0.016373,2024-09,240.7473
2024-09-19,102887,262.8827,-0.000774,2024-09,241.9621
2024-09-20,102887,265.3721,0.00947,2024-09,243.1805
2024-09-23,102887,266.0508,0.002558,2024-09,244.4514
2024-09-24,102887,268.6918,0.009927,2024-09,245.7884
2024-09-25,102887,270.8248,0.007938,2024-09,247.2295
2024-09-26,102887,269.8873,-0.003462,2024-09,248.4788
2024-09-27,102887,265.0753,-0.01783,2024-09,249.6631
2024-09-30,102887,260.7958,-0.016144,2024-09,250.6784
2024-10-01,102887,256.1552,-0.017794,2024-10,251.4172
2024-10-02,102887,256.0723,-0.000324,2024-10,252.178
2024-10-03,102887,250.2205,-0.022852,2024-10,252.798
2024-10-04,102887,249.9661,-0.001017,2024-10,253.345
2024-10-07,102887,250.4524,0.001945,2024-10,253.8243
2024-10-08,102887,252.7735,0.009268,2024-10,254.4395
2024-10-09,102887,254.2131,0.005695,2024-10,254.982
2024-10-10,102887,256.6872,0.009732,2024-10,255.5982
2024-10-11,102887,257.9138,0.004779,2024-10,256.2097
2024-10-14,102887,257.2271,-0.002663,2024-10,256.6728
2024-10-15,102887,257.1055,-0.000473,2024-10,257.0639
2024-10-16,102887,255.0598,-0.007957,2024-10,257.3819
2024-10-17,102887,255.7991,0.002899,2024-10,257.775
2024-10-18,102887,251.897,-0.015255,2024-10,257.8079
2024-10-21,102887,254.7697,0.011404,2024-10,257.9978
2024-10-22,102887,252.4754,-0.009005,2024-10,258.0797
2024-10-23,102887,253.0177,0.002148,2024-10,258.1317
2024-10-24,102887,253.99,0.003843,2024-10,258.1639
2024-10-25,102887,257.1371,0.012391,2024-10,258.113
2024-10-28,102887,252.9673,-0.016216,2024-10,257.9138
2024-10-29,102887,252.289,-0.002681,2024-10,257.6952
2024-10-30,102887,253.8421,0.006156,2024-10,257.387
2024-10-31,102887,258.516,0.018413,2024-10,257.2415
2024-11-01,102887,258.5688,0.000204,2024-11,257.0147
2024-11-04,102887,257.1775,-0.005381,2024-11,256.7189
2024-11-05,102887,262.642,0.021248,2024-11,256.5173
2024-11-06,102887,264.9328,0.008722,2024-11,256.3209
2024-11-07,102887,268.7862,0.014545,2024-11,256.2842
2024-11-08,102887,265.6874,-0.011529,2024-11,256.3046
2024-11-11,102887,267.2456,0.005865,2024-11,256.5196
2024-11-12,102887,264.5009,-0.01027,2024-11,256.7978
2024-11-13,102887,261.1999,-0.01248,2024-11,256.9687
2024-11-14,102887,262.8928,0.006481,2024-11,257.3911
2024-11-15,102887,264.7832,0.007191,2024-11,257.885
2024-11-18,102887,263.6569,-0.004254,2024-11,258.3251
2024-11-19,102887,267.6492,0.015142,2024-11,258.821
2024-11-20,102887,266.8144,-0.003119,2024-11,259.241
2024-11-21,102887,266.2477,-0.002124,2024-11,259.5597
2024-11-22,102887,266.3095,0.000232,2024-11,259.8396
2024-11-25,102887,265.8164,-0.001852,2024-11,260.1259
2024-11-26,102887,269.4209,0.01356,2024-11,260.5364
2024-11-27,102887,266.7656,-0.009856,2024-11,260.9266
2024-11-28,102887,264.9027,-0.006983,2024-11,261.2301
2024-11-29,102887,261.8966,-0.011348,2024-11,261.5634
2024-12-02,102887,267.0749,0.019772,2024-12,261.9736
2024-12-03,102887,266.3612,-0.002672,2024-12,262.4364
2024-12-04,102887,264.4634,-0.007125,2024-12,262.8179
2024-12-05,102887,263.8556,-0.002298,2024-12,263.1468
2024-12-06,102887,266.2818,0.009195,2024-12,263.4516
2024-12-09,102887,268.2288,0.007312,2024-12,263.9603
2024-12-10,102887,266.8371,-0.005188,2024-12,264.4453
2024-12-11,102887,265.9228,-0.003426,2024-12,264.848
2024-12-12,102887,262.2063,-0.013976,2024-12,264.971
2024-12-13,102887,262.7295,0.001995,2024-12,265.1097
2024-12-16,102887,266.3057,0.013612,2024-12,265.4139
2024-12-17,102887,264.9064,-0.005254,2024-12,265.4894
2024-12-18,102887,266.7682,0.007028,2024-12,265.5506
2024-12-19,102887,265.3655,-0.005258,2024-12,265.4366
2024-12-20,102887,262.6074,-0.010394,2024-12,265.3339
2024-12-23,102887,264.5716,0.00748,2024-12,265.2448
2024-12-24,102887,271.0679,0.024554,2024-12,265.4637
2024-12-25,102887,272.719,0.006091,2024-12,265.8476
2024-12-26,102887,271.7454,-0.00357,2024-12,266.1427
2024-12-27,102887,270.9515,-0.002921,2024-12,266.3483
2024-12-30,102887,276.3803,0.020036,2024-12,266.7724
2024-12-31,102887,277.4018,0.003696,2024-12,267.0975
2025-01-01,102887,275.4325,-0.007099,2025-01,267.3848
2025-01-02,102887,275.4237,-3.2e-05,2025-01,267.6907
2025-01-03,102887,276.1859,0.002767,2025-01,268.0199
2025-01-06,102887,277.6604,0.005339,2025-01,268.4147
2025-01-07,102887,282.0922,0.015961,2025-01,268.8371
2025-01-08,102887,285.9134,0.013546,2025-01,269.4753
2025-01-09,102887,286.6558,0.002597,2025-01,270.2004
2025-01-10,102887,286.7066,0.000177,2025-01,271.0274
2025-01-13,102887,288.0245,0.004597,2025-01,271.7257
2025-01-14,102887,286.4347,-0.00552,2025-01,272.3949
2025-01-15,102887,289.4502,0.010528,2025-01,273.2278
2025-01-16,102887,289.0292,-0.001454,2025-01,274.0669
2025-01-17,102887,290.6358,0.005559,2025-01,274.8787
2025-01-20,102887,295.8741,0.018024,2025-01,275.8002
2025-01-21,102887,297.7044,0.006186,2025-01,276.8291
2025-01-22,102887,298.5751,0.002925,2025-01,277.9175
2025-01-23,102887,297.199,-0.004609,2025-01,279.0839
2025-01-24,102887,297.1421,-0.000191,2025-01,280.231
2025-01-27,102887,293.934,-0.010797,2025-01,281.152
2025-01-28,102887,295.6939,0.005987,2025-01,282.1782
2025-01-29,102887,289.573,-0.0207,2025-01,282.9384
2025-01-30,102887,292.5874,0.01041,2025-01,283.8458
2025-01-31,102887,294.9286,0.008002,2025-01,284.9231
2025-02-03,102887,295.3964,0.001586,2025-02,285.9506
2025-02-04,102887,293.9886,-0.004766,2025-02,286.7146
2025-02-05,102887,294.1155,0.000432,2025-02,287.4279
2025-02-06,102887,289.0753,-0.017137,2025-02,288.0055
2025-02-07,102887,291.6591,0.008938,2025-02,288.6958
2025-02-10,102887,291.3512,-0.001056,2025-02,289.1948
2025-02-11,102887,296.0111,0.015994,2025-02,289.8151
2025-02-12,102887,297.3598,0.004556,2025-02,290.546
2025-02-13,102887,298.2317,0.002932,2025-02,291.3063
2025-02-14,102887,299.6177,0.004647,2025-02,292.0874
2025-02-17,102887,296.8629,-0.009194,2025-02,292.7274
2025-02-18,102887,295.6925,-0.003943,2025-02,293.1808
2025-02-19,102887,296.2653,0.001937,2025-02,293.5258
2025-02-20,102887,295.539,-0.002452,2025-02,293.822
2025-02-21,102887,294.0017,-0.005202,2025-02,294.0651
2025-02-24,102887,293.3406,-0.002249,2025-02,294.2423
2025-02-25,102887,293.6458,0.00104,2025-02,294.4827
2025-02-26,102887,300.7683,0.024255,2025-02,294.86
2025-02-27,102887,299.962,-0.002681,2025-02,295.2244
2025-02-28,102887,298.0983,-0.006213,2025-02,295.4731
2025-03-03,102887,297.817,-0.000944,2025-03,295.5379
2025-03-04,102887,302.5387,0.015854,2025-03,295.6991
2025-03-05,102887,307.5567,0.016586,2025-03,295.9984
2025-03-06,102887,313.8452,0.020447,2025-03,296.5533
2025-03-07,102887,314.2251,0.00121,2025-03,297.1227
2025-03-10,102887,316.452,0.007087,2025-03,297.8733
2025-03-11,102887,313.307,-0.009938,2025-03,298.4604
2025-03-12,102887,312.3788,-0.002963,2025-03,299.2206
2025-03-13,102887,309.0715,-0.010587,2025-03,299.7701
2025-03-14,102887,310.7342,0.00538,2025-03,300.297
2025-03-17,102887,311.0396,0.000983,2025-03,300.8184
2025-03-18,102887,311.9352,0.002879,2025-03,301.4166
2025-03-19,102887,309.4701,-0.007903,2025-03,301.9284
2025-03-20,102887,312.3208,0.009212,2025-03,302.7033
2025-03-21,102887,305.0164,-0.023387,2025-03,303.1485
2025-03-24,102887,304.4238,-0.001943,2025-03,303.5843
2025-03-25,102887,304.2778,-0.00048,2025-03,303.8598
2025-03-26,102887,298.3181,-0.019586,2025-03,303.8918
2025-03-27,102887,299.6537,0.004477,2025-03,303.9392
2025-03-28,102887,299.3089,-0.001151,2025-03,303.9289
2025-03-31,102887,301.1857,0.00627,2025-03,304.073
2025-04-01,102887,307.5011,0.020968,2025-04,304.4666
2025-04-02,102887,308.6925,0.003874,2025-04,304.8809
2025-04-03,102887,311.9193,0.010453,2025-04,305.4269
2025-04-04,102887,316.4795,0.01462,2025-04,306.1761
2025-04-07,102887,318.2422,0.00557,2025-04,307.0062
2025-04-08,102887,315.6648,-0.008099,2025-04,307.7401
2025-04-09,102887,310.6742,-0.01581,2025-04,308.0703
2025-04-10,102887,312.0344,0.004378,2025-04,308.4728
2025-04-11,102887,310.9631,-0.003433,2025-04,308.9016
2025-04-14,102887,315.1999,0.013625,2025-04,309.481
2025-04-15,102887,313.8809,-0.004185,2025-04,309.8591
2025-04-16,102887,314.0225,0.000451,2025-04,310.0746
2025-04-17,102887,310.5603,-0.011025,2025-04,309.9651
2025-04-18,102887,309.6702,-0.002866,2025-04,309.8133
2025-04-21,102887,306.924,-0.008868,2025-04,309.4957
2025-04-22,102887,304.4823,-0.007955,2025-04,309.2015
2025-04-23,102887,304.5014,6.3e-05,2025-04,308.9389
2025-04-24,102887,302.8246,-0.005507,2025-04,308.7307
2025-04-25,102887,311.142,0.027466,2025-04,308.7443
2025-04-28,102887,313.9612,0.009061,2025-04,308.8417
2025-04-29,102887,317.6013,0.011594,2025-04,309.0306
2025-04-30,102887,317.4355,-0.000522,2025-04,309.2961
2025-05-01,102887,317.9632,0.001662,2025-05,309.4842
2025-05-02,102887,316.7779,-0.003728,2025-05,309.8762
2025-05-05,102887,325.4626,0.027416,2025-05,310.5775
2025-05-06,102887,325.2992,-0.000502,2025-05,311.2782
2025-05-07,102887,323.5182,-0.005475,2025-05,312.1182
2025-05-08,102887,321.2601,-0.00698,2025-05,312.8384
2025-05-09,102887,322.5397,0.003983,2025-05,313.6128
2025-05-12,102887,327.3874,0.01503,2025-05,314.4862
2025-05-13,102887,331.1909,0.011618,2025-05,315.2758
2025-05-14,102887,328.8715,-0.007003,2025-05,315.9485
2025-05-15,102887,326.4873,-0.00725,2025-05,316.4341
2025-05-16,102887,330.8111,0.013243,2025-05,316.9118
2025-05-19,102887,338.0936,0.022014,2025-05,317.5735
2025-05-20,102887,337.8008,-0.000866,2025-05,318.3114
2025-05-21,102887,342.1377,0.012839,2025-05,319.3602
2025-05-22,102887,337.3199,-0.014081,2025-05,320.203
2025-05-23,102887,334.6634,-0.007875,2025-05,320.993
2025-05-26,102887,331.4724,-0.009535,2025-05,321.5354
2025-05-27,102887,333.0506,0.004761,2025-05,322.1744
2025-05-28,102887,332.6483,-0.001208,2025-05,322.7953
2025-05-29,102887,333.6461,0.003,2025-05,323.5648
2025-05-30,102887,337.9722,0.012966,2025-05,324.5082
2025-06-02,102887,335.9544,-0.00597,2025-06,325.4759
2025-06-03,102887,336.4731,0.001544,2025-06,326.5423
2025-06-04,102887,332.1638,-0.012807,2025-06,327.4643
2025-06-05,102887,336.2831,0.012401,2025-06,328.5796
2025-06-06,102887,340.2224,0.011714,2025-06,329.549
2025-06-09,102887,341.6689,0.004252,2025-06,330.4726
2025-06-10,102887,342.2859,0.001806,2025-06,331.2954
2025-06-11,102887,340.7366,-0.004526,2025-06,332.0721
2025-06-12,102887,336.1775,-0.01338,2025-06,332.6792
2025-06-13,102887,337.4151,0.003681,2025-06,333.3671
2025-06-16,102887,340.1991,0.008251,2025-06,333.8583
2025-06-17,102887,347.401,0.02117,2025-06,334.5951
2025-06-18,102887,346.2317,-0.003366,2025-06,335.3522
2025-06-19,102887,347.3826,0.003324,2025-06,336.2229
2025-06-20,102887,351.5156,0.011898,2025-06,337.1888
2025-06-23,102887,355.8058,0.012205,2025-06,338.1361
2025-06-24,102887,353.791,-0.005663,2025-06,338.8894
2025-06-25,102887,353.007,-0.002216,2025-06,339.6939
2025-06-26,102887,351.3526,-0.004687,2025-06,340.5228
2025-06-27,102887,348.3806,-0.008459,2025-06,341.1084
2025-06-30,102887,353.7972,0.015548,2025-06,341.6319
2025-07-01,102887,354.2317,0.001228,2025-07,342.1796
2025-07-02,102887,354.1775,-0.000153,2025-07,342.5809
2025-07-03,102887,355.2743,0.003097,2025-07,343.1794
2025-07-04,102887,355.6785,0.001138,2025-07,343.8799
2025-07-07,102887,355.0985,-0.001631,2025-07,344.6674
2025-07-08,102887,352.5931,-0.007056,2025-07,345.3188
2025-07-09,102887,358.4132,0.016507,2025-07,346.1777
2025-07-10,102887,356.5712,-0.005139,2025-07,346.9418
2025-07-11,102887,353.453,-0.008745,2025-07,347.4579
2025-07-14,102887,353.3764,-0.000217,2025-07,348.0386
2025-07-15,102887,361.36,0.022592,2025-07,348.8682
2025-07-16,102887,358.5934,-0.007656,2025-07,349.7492
2025-07-17,102887,361.3824,0.007778,2025-07,350.5858
2025-07-18,102887,360.7009,-0.001886,2025-07,351.2684
2025-07-21,102887,361.8073,0.003067,2025-07,351.9397
2025-07-22,102887,365.4034,0.009939,2025-07,352.7103
2025-07-23,102887,359.3383,-0.016598,2025-07,353.3303
2025-07-24,102887,356.3186,-0.008404,2025-07,354.0017
2025-07-25,102887,359.8086,0.009795,2025-07,354.7482
2025-07-28,102887,360.3767,0.001579,2025-07,355.4207
2025-07-29,102887,361.3621,0.002734,2025-07,355.8861
2025-07-30,102887,364.1791,0.007796,2025-07,356.4844
2025-07-31,102887,361.1433,-0.008336,2025-07,356.943
2025-08-01,102887,365.2215,0.011292,2025-08,357.3999
2025-08-04,102887,368.471,0.008897,2025-08,357.8221
2025-08-05,102887,369.577,0.003002,2025-08,358.3483
2025-08-06,102887,371.546,0.005328,2025-08,358.9662
2025-08-07,102887,376.1582,0.012414,2025-08,359.7931
2025-08-08,102887,374.1362,-0.005375,2025-08,360.6516
2025-08-11,102887,376.8627,0.007287,2025-08,361.4205
2025-08-12,102887,383.7754,0.018343,2025-08,362.4053
2025-08-13,102887,386.4914,0.007077,2025-08,363.4824
2025-08-14,102887,385.8557,-0.001645,2025-08,364.5018
2025-08-15,102887,395.2127,0.02425,2025-08,365.8196
2025-08-18,102887,396.369,0.002926,2025-08,367.1953
2025-08-19,102887,402.2353,0.0148,2025-08,368.85
2025-08-20,102887,400.7685,-0.003647,2025-08,370.2618
2025-08-21,102887,405.3462,0.011422,2025-08,371.8877
2025-08-22,102887,403.36,-0.0049,2025-08,373.5512
2025-08-25,102887,404.9178,0.003862,2025-08,375.2693
2025-08-26,102887,402.6887,-0.005505,2025-08,376.6469
2025-08-27,102887,410.7238,0.019954,2025-08,378.3846
2025-08-28,102887,410.0534,-0.001632,2025-08,380.007
2025-08-29,102887,405.7413,-0.010516,2025-08,381.5083
2025-09-01,102887,406.3723,0.001555,2025-09,382.9938
2025-09-02,102887,408.8214,0.006027,2025-09,384.4411
2025-09-03,102887,408.9552,0.000327,2025-09,386.095
2025-09-04,102887,405.858,-0.007573,2025-09,387.7463
2025-09-05,102887,410.3677,0.011112,2025-09,389.4316
2025-09-08,102887,415.8565,0.013375,2025-09,391.2809
2025-09-09,102887,409.2498,-0.015887,2025-09,392.8772
2025-09-10,102887,405.8896,-0.008211,2025-09,394.2675
2025-09-11,102887,405.4792,-0.001011,2025-09,395.7454
2025-09-12,102887,403.5553,-0.004745,2025-09,397.0232
2025-09-15,102887,405.9419,0.005914,2025-09,398.2722
2025-09-16,102887,413.7845,0.01932,2025-09,399.7458
2025-09-17,102887,412.4444,-0.003239,2025-09,401.1091
2025-09-18,102887,419.3008,0.016624,2025-09,402.5472
2025-09-19,102887,413.3871,-0.014104,2025-09,403.8555
2025-09-22,102887,415.5379,0.005203,2025-09,405.1447
2025-09-23,102887,413.3005,-0.005384,2025-09,406.1289
2025-09-24,102887,415.5412,0.005421,2025-09,407.0972
2025-09-25,102887,408.4911,-0.016966,2025-09,407.8517
2025-09-26,102887,403.4731,-0.012284,2025-09,408.127
2025-09-29,102887,405.652,0.0054,2025-09,408.4365
2025-09-30,102887,403.3244,-0.005738,2025-09,408.4728
2025-10-01,102887,402.2523,-0.002658,2025-10,408.5222
2025-10-02,102887,410.0105,0.019287,2025-10,408.6777
2025-10-03,102887,410.8239,0.001984,2025-10,408.9265
2025-10-06,102887,414.8207,0.009729,2025-10,409.2566
2025-10-07,102887,411.9034,-0.007033,2025-10,409.5638
2025-10-08,102887,406.6147,-0.01284,2025-10,409.4268
2025-10-09,102887,406.5259,-0.000218,2025-10,409.3092
2025-10-10,102887,400.7029,-0.014324,2025-10,409.1413
2025-10-13,102887,398.1283,-0.006425,2025-10,408.8665
2025-10-14,102887,399.3211,0.002996,2025-10,408.5498
2025-10-15,102887,399.1111,-0.000526,2025-10,408.2217
2025-10-16,102887,400.6975,0.003975,2025-10,408.0496
2025-10-17,102887,403.3693,0.006668,2025-10,407.8164
2025-10-20,102887,398.7745,-0.011391,2025-10,407.247
2025-10-21,102887,395.2417,-0.008859,2025-10,406.78
2025-10-22,102887,386.8878,-0.021136,2025-10,406.1466
2025-10-23,102887,385.6751,-0.003135,2025-10,405.4865
2025-10-24,102887,388.7811,0.008053,2025-10,404.994
2025-10-27,102887,394.9038,0.015748,2025-10,404.6261
2025-10-28,102887,395.8983,0.002518,2025-10,404.0299
2025-10-29,102887,401.655,0.014541,2025-10,403.6702
2025-10-30,102887,403.4519,0.004474,2025-10,403.1419
2025-10-31,102887,404.1296,0.00168,2025-10,402.8334
2025-11-03,102887,401.8864,-0.005551,2025-11,402.3783
2025-11-04,102887,392.5738,-0.023172,2025-11,401.6874
2025-11-05,102887,397.6803,0.013008,2025-11,401.092
2025-11-06,102887,397.7037,5.9e-05,2025-11,400.7325
2025-11-07,102887,403.5479,0.014695,2025-11,400.735
2025-11-10,102887,399.9418,-0.008936,2025-11,400.5446
2025-11-11,102887,410.0973,0.025392,2025-11,400.7704
2025-11-12,102887,409.3138,-0.001911,2025-11,401.0058
2025-11-13,102887,406.7102,-0.006361,2025-11,400.8958
2025-11-14,102887,406.0734,-0.001566,2025-11,400.7374
2025-11-17,102887,407.0138,0.002316,2025-11,400.4772
2025-11-18,102887,406.9693,-0.000109,2025-11,400.3127
2025-11-19,102887,405.1021,-0.004588,2025-11,400.2623
2025-11-20,102887,398.0419,-0.017428,2025-11,399.9795
2025-11-21,102887,395.0632,-0.007483,2025-11,399.7915
2025-11-24,102887,399.6024,0.01149,2025-11,399.8406
2025-11-25,102887,396.3108,-0.008237,2025-11,399.7403
2025-11-26,102887,389.7434,-0.016571,2025-11,399.428
2025-11-27,102887,385.8488,-0.009993,2025-11,398.9331
2025-11-28,102887,385.7337,-0.000298,2025-11,398.3452
2025-12-01,102887,383.0212,-0.007032,2025-12,397.8201
2025-12-02,102887,382.1698,-0.002223,2025-12,397.3844
2025-12-03,102887,379.3323,-0.007425,2025-12,397.1325
2025-12-04,102887,383.4407,0.010831,2025-12,397.0581
2025-12-05,102887,385.5719,0.005558,2025-12,396.9511
2025-12-08,102887,394.5231,0.023215,2025-12,396.9384
2025-12-09,102887,393.2422,-0.003247,2025-12,396.8499
2025-12-10,102887,392.3481,-0.002274,2025-12,396.5396
2025-12-11,102887,397.2927,0.012603,2025-12,396.3343
2025-12-12,102887,399.099,0.004547,2025-12,396.1666
2025-12-15,102887,395.5651,-0.008855,2025-12,395.9559
2025-12-16,102887,398.0266,0.006223,2025-12,396.1377
2025-12-17,102887,399.8585,0.004602,2025-12,396.2103
2025-12-18,102887,392.9279,-0.017333,2025-12,396.0511
2025-12-19,102887,390.5894,-0.005951,2025-12,395.6191
2025-12-22,102887,391.5723,0.002516,2025-12,395.3402
2025-12-23,102887,397.5587,0.015288,2025-12,394.9222
2025-12-24,102887,400.6038,0.007659,2025-12,394.6319
2025-12-25,102887,398.57,-0.005077,2025-12,394.3605
2025-12-26,102887,395.9708,-0.006521,2025-12,394.0238
2025-12-29,102887,399.4051,0.008673,2025-12,393.7702
2025-12-30,102887,389.9881,-0.023578,2025-12,393.2041
2025-12-31,102887,387.057,-0.007516,2025-12,392.6026
2026-01-01,102887,392.8279,0.01491,2026-01,392.4288
2026-01-02,102887,394.2394,0.003593,2026-01,392.4014
2026-01-05,102887,391.4693,-0.007026,2026-01,392.1303
2026-01-06,102887,386.9852,-0.011455,2026-01,391.8194
2026-01-07,102887,390.5068,0.0091,2026-01,391.8448
2026-01-08,102887,391.0459,0.001381,2026-01,392.0181
2026-01-09,102887,390.4172,-0.001608,2026-01,392.1742
2026-01-12,102887,392.1249,0.004374,2026-01,392.4777
2026-01-13,102887,393.0098,0.002257,2026-01,392.839
2026-01-14,102887,393.5924,0.001482,2026-01,393.3143
2026-01-15,102887,388.6055,-0.01267,2026-01,393.4865
2026-01-16,102887,384.8349,-0.009703,2026-01,393.4619
2026-01-19,102887,387.9792,0.008171,2026-01,393.2438
2026-01-20,102887,390.4042,0.00625,2026-01,393.1492
2026-01-21,102887,392.144,0.004456,2026-01,393.1424
2026-01-22,102887,390.0648,-0.005302,2026-01,392.9015
2026-01-23,102887,393.3188,0.008342,2026-01,392.7088
2026-01-26,102887,392.0852,-0.003136,2026-01,392.5928
2026-01-27,102887,397.499,0.013808,2026-01,392.5752
2026-01-28,102887,394.7531,-0.006908,2026-01,392.405
2026-01-29,102887,392.9024,-0.004688,2026-01,392.4042
2026-01-30,102887,392.5367,-0.000931,2026-01,392.4691
2026-02-02,102887,396.1391,0.009177,2026-02,392.6213
2026-02-03,102887,396.2348,0.000242,2026-02,392.5772
2026-02-04,102887,396.6214,0.000976,2026-02,392.4444
2026-02-05,102887,395.2943,-0.003346,2026-02,392.3352
2026-02-06,102887,396.5998,0.003303,2026-02,392.3562
2026-02-09,102887,396.5532,-0.000117,2026-02,392.2611
2026-02-10,102887,393.665,-0.007283,2026-02,392.3837
2026-02-11,102887,394.4051,0.00188,2026-02,392.6286
2026-02-12,102887,395.2402,0.002117,2026-02,392.7091
2026-02-13,102887,404.9537,0.024576,2026-02,393.0662
